"School","Subject","StudentID","Gender","Country","Score"
"Hangzhou Xuejun Middle School","English",86,"Female","China",51
"Jingling High School","English",86,"Female","China",60
"Shanghai High School","English",86,"Female","China",84
"Shenzhen International Exchange School","English",86,"Female","China",60
"Andover Regional High School","English",86,"Female","USA",55
"Newton South High School","English",86,"Female","USA",61
"Phillips Academy","English",86,"Female","USA",60
"Action Boxborough Regional High School","English",86,"Female","USA",63
"Woburn Regional High School","English",86,"Female","USA",2
"Beijing No 4 Middle School","Math",86,"Female","China",67
"Hangzhou Xuejun Middle School","Math",86,"Female","China",82
"Jingling High School","Math",86,"Female","China",79
"Shanghai High School","Math",86,"Female","China",70
"Shenzhen International Exchange School","Math",86,"Female","China",76
"Andover Regional High School","Math",86,"Female","USA",24
"Newton South High School","Math",86,"Female","USA",37
"Phillips Academy","Math",86,"Female","USA",46
"Action Boxborough Regional High School","Math",86,"Female","USA",44
"Woburn Regional High School","Math",86,"Female","USA",63
"Beijing No 4 Middle School","Physical Education",86,"Female","China",68
"Hangzhou Xuejun Middle School","Physical Education",86,"Female","China",21
"Jingling High School","Physical Education",86,"Female","China",47
"Shanghai High School","Physical Education",86,"Female","China",72
"Shenzhen International Exchange School","Physical Education",86,"Female","China",69
"Andover Regional High School","Physical Education",86,"Female","USA",80
"Newton South High School","Physical Education",86,"Female","USA",92
"Phillips Academy","Physical Education",86,"Female","USA",64
"Action Boxborough Regional High School","Physical Education",86,"Female","USA",73
"Woburn Regional High School","Physical Education",86,"Female","USA",40
"Beijing No 4 Middle School","Science",86,"Female","China",97
"Hangzhou Xuejun Middle School","Science",86,"Female","China",82
"Jingling High School","Science",86,"Female","China",83
"Shanghai High School","Science",86,"Female","China",59
"Shenzhen International Exchange School","Science",86,"Female","China",69
"Andover Regional High School","Science",86,"Female","USA",40
"Newton South High School","Science",86,"Female","USA",77
"Phillips Academy","Science",86,"Female","USA",100
"Action Boxborough Regional High School","Science",86,"Female","USA",83
"Woburn Regional High School","Science",86,"Female","USA",55
"Beijing No 4 Middle School","History",86,"Female","China",98
"Hangzhou Xuejun Middle School","History",86,"Female","China",72
"Jingling High School","History",86,"Female","China",55
"Shanghai High School","History",86,"Female","China",82
"Shenzhen International Exchange School","History",86,"Female","China",78
"Andover Regional High School","History",86,"Female","USA",46
"Newton South High School","History",86,"Female","USA",48
"Phillips Academy","History",86,"Female","USA",46
"Action Boxborough Regional High School","History",86,"Female","USA",66
"Woburn Regional High School","History",86,"Female","USA",38
"Beijing No 4 Middle School","English",87,"Female","China",74
"Hangzhou Xuejun Middle School","English",87,"Female","China",56
"Jingling High School","English",87,"Female","China",56
"Shanghai High School","English",87,"Female","China",63
"Shenzhen International Exchange School","English",87,"Female","China",83
"Andover Regional High School","English",87,"Female","USA",31
"Newton South High School","English",87,"Female","USA",40
"Phillips Academy","English",87,"Female","USA",41
"Action Boxborough Regional High School","English",87,"Female","USA",77
"Woburn Regional High School","English",87,"Female","USA",48
"Beijing No 4 Middle School","Math",87,"Female","China",91
"Hangzhou Xuejun Middle School","Math",87,"Female","China",90
"Jingling High School","Math",87,"Female","China",78
"Shanghai High School","Math",87,"Female","China",67
"Shenzhen International Exchange School","Math",87,"Female","China",69
"Andover Regional High School","Math",87,"Female","USA",74
"Newton South High School","Math",87,"Female","USA",61
"Phillips Academy","Math",87,"Female","USA",48
"Action Boxborough Regional High School","Math",87,"Female","USA",63
"Woburn Regional High School","Math",87,"Female","USA",89
"Beijing No 4 Middle School","Physical Education",87,"Female","China",69
"Hangzhou Xuejun Middle School","Physical Education",87,"Female","China",66
"Jingling High School","Physical Education",87,"Female","China",69
"Shanghai High School","Physical Education",87,"Female","China",72
"Shenzhen International Exchange School","Physical Education",87,"Female","China",66
"Andover Regional High School","Physical Education",87,"Female","USA",47
"Newton South High School","Physical Education",87,"Female","USA",72
"Phillips Academy","Physical Education",87,"Female","USA",69
"Action Boxborough Regional High School","Physical Education",87,"Female","USA",52
"Woburn Regional High School","Physical Education",87,"Female","USA",42
"Beijing No 4 Middle School","Science",87,"Female","China",69
"Hangzhou Xuejun Middle School","Science",87,"Female","China",95
"Jingling High School","Science",87,"Female","China",79
"Shanghai High School","Science",87,"Female","China",94
"Shenzhen International Exchange School","Science",87,"Female","China",80
"Andover Regional High School","Science",87,"Female","USA",100
"Newton South High School","Science",87,"Female","USA",80
"Phillips Academy","Science",87,"Female","USA",81
"Action Boxborough Regional High School","Science",87,"Female","USA",24
"Woburn Regional High School","Science",87,"Female","USA",65
"Beijing No 4 Middle School","History",87,"Female","China",82
"Hangzhou Xuejun Middle School","History",87,"Female","China",69
"Jingling High School","History",87,"Female","China",59
"Shanghai High School","History",87,"Female","China",82
"Shenzhen International Exchange School","History",87,"Female","China",78
"Andover Regional High School","History",87,"Female","USA",63
"Newton South High School","History",87,"Female","USA",61
"Phillips Academy","History",87,"Female","USA",70
"Action Boxborough Regional High School","History",87,"Female","USA",56
"Woburn Regional High School","History",87,"Female","USA",42
"Beijing No 4 Middle School","English",88,"Female","China",64
"Hangzhou Xuejun Middle School","English",88,"Female","China",67
"Jingling High School","English",88,"Female","China",55
"Shanghai High School","English",88,"Female","China",56
"Shenzhen International Exchange School","English",88,"Female","China",51
"Andover Regional High School","English",88,"Female","USA",69
"Newton South High School","English",88,"Female","USA",77
"Phillips Academy","English",88,"Female","USA",66
"Action Boxborough Regional High School","English",88,"Female","USA",51
"Woburn Regional High School","English",88,"Female","USA",88
"Beijing No 4 Middle School","Math",88,"Female","China",73
"Hangzhou Xuejun Middle School","Math",88,"Female","China",52
"Jingling High School","Math",88,"Female","China",82
"Shanghai High School","Math",88,"Female","China",71
"Shenzhen International Exchange School","Math",88,"Female","China",74
"Andover Regional High School","Math",88,"Female","USA",37
"Newton South High School","Math",88,"Female","USA",61
"Phillips Academy","Math",88,"Female","USA",66
"Action Boxborough Regional High School","Math",88,"Female","USA",67
"Woburn Regional High School","Math",88,"Female","USA",81
"Beijing No 4 Middle School","Physical Education",88,"Female","China",54
"Hangzhou Xuejun Middle School","Physical Education",88,"Female","China",59
"Jingling High School","Physical Education",88,"Female","China",79
"Shanghai High School","Physical Education",88,"Female","China",76
"Shenzhen International Exchange School","Physical Education",88,"Female","China",72
"Andover Regional High School","Physical Education",88,"Female","USA",60
"Newton South High School","Physical Education",88,"Female","USA",73
"Phillips Academy","Physical Education",88,"Female","USA",80
"Action Boxborough Regional High School","Physical Education",88,"Female","USA",83
"Woburn Regional High School","Physical Education",88,"Female","USA",100
"Beijing No 4 Middle School","Science",88,"Female","China",85
"Hangzhou Xuejun Middle School","Science",88,"Female","China",71
"Jingling High School","Science",88,"Female","China",85
"Shanghai High School","Science",88,"Female","China",66
"Shenzhen International Exchange School","Science",88,"Female","China",69
"Andover Regional High School","Science",88,"Female","USA",66
"Newton South High School","Science",88,"Female","USA",51
"Phillips Academy","Science",88,"Female","USA",66
"Action Boxborough Regional High School","Science",88,"Female","USA",56
"Woburn Regional High School","Science",88,"Female","USA",67
"Beijing No 4 Middle School","History",88,"Female","China",21
"Hangzhou Xuejun Middle School","History",88,"Female","China",83
"Jingling High School","History",88,"Female","China",58
"Shanghai High School","History",88,"Female","China",84
"Shenzhen International Exchange School","History",88,"Female","China",61
"Andover Regional High School","History",88,"Female","USA",41
"Newton South High School","History",88,"Female","USA",67
"Phillips Academy","History",88,"Female","USA",58
"Action Boxborough Regional High School","History",88,"Female","USA",58
"Woburn Regional High School","History",88,"Female","USA",44
"Beijing No 4 Middle School","English",89,"Female","China",65
"Hangzhou Xuejun Middle School","English",89,"Female","China",61
"Jingling High School","English",89,"Female","China",93
"Shanghai High School","English",89,"Female","China",79
"Shenzhen International Exchange School","English",89,"Female","China",69
"Andover Regional High School","English",89,"Female","USA",44
"Newton South High School","English",89,"Female","USA",73
"Phillips Academy","English",89,"Female","USA",31
"Action Boxborough Regional High School","English",89,"Female","USA",30
"Woburn Regional High School","English",89,"Female","USA",81
"Beijing No 4 Middle School","Math",89,"Female","China",67
"Hangzhou Xuejun Middle School","Math",89,"Female","China",83
"Jingling High School","Math",89,"Female","China",98
"Shanghai High School","Math",89,"Female","China",74
"Shenzhen International Exchange School","Math",89,"Female","China",87
"Andover Regional High School","Math",89,"Female","USA",66
"Newton South High School","Math",89,"Female","USA",56
"Phillips Academy","Math",89,"Female","USA",48
"Action Boxborough Regional High School","Math",89,"Female","USA",81
"Woburn Regional High School","Math",89,"Female","USA",58
"Beijing No 4 Middle School","Physical Education",89,"Female","China",84
"Hangzhou Xuejun Middle School","Physical Education",89,"Female","China",78
"Jingling High School","Physical Education",89,"Female","China",69
"Shanghai High School","Physical Education",89,"Female","China",73
"Shenzhen International Exchange School","Physical Education",89,"Female","China",66
"Andover Regional High School","Physical Education",89,"Female","USA",54
"Newton South High School","Physical Education",89,"Female","USA",75
"Phillips Academy","Physical Education",89,"Female","USA",77
"Action Boxborough Regional High School","Physical Education",89,"Female","USA",2
"Woburn Regional High School","Physical Education",89,"Female","USA",34
"Beijing No 4 Middle School","Science",89,"Female","China",58
"Hangzhou Xuejun Middle School","Science",89,"Female","China",89
"Jingling High School","Science",89,"Female","China",66
"Shanghai High School","Science",89,"Female","China",76
"Shenzhen International Exchange School","Science",89,"Female","China",67
"Andover Regional High School","Science",89,"Female","USA",83
"Newton South High School","Science",89,"Female","USA",61
"Phillips Academy","Science",89,"Female","USA",51
"Action Boxborough Regional High School","Science",89,"Female","USA",42
"Woburn Regional High School","Science",89,"Female","USA",63
"Beijing No 4 Middle School","History",89,"Female","China",83
"Hangzhou Xuejun Middle School","History",89,"Female","China",56
"Jingling High School","History",89,"Female","China",85
"Shanghai High School","History",89,"Female","China",61
"Shenzhen International Exchange School","History",89,"Female","China",76
"Andover Regional High School","History",89,"Female","USA",31
"Newton South High School","History",89,"Female","USA",63
"Phillips Academy","History",89,"Female","USA",67
"Action Boxborough Regional High School","History",89,"Female","USA",30
"Woburn Regional High School","History",89,"Female","USA",48
"Beijing No 4 Middle School","English",90,"Female","China",61
"Hangzhou Xuejun Middle School","English",90,"Female","China",60
"Jingling High School","English",90,"Female","China",73
"Shanghai High School","English",90,"Female","China",59
"Shenzhen International Exchange School","English",90,"Female","China",71
"Andover Regional High School","English",90,"Female","USA",100
"Newton South High School","English",90,"Female","USA",60
"Phillips Academy","English",90,"Female","USA",63
"Action Boxborough Regional High School","English",90,"Female","USA",100
"Woburn Regional High School","English",90,"Female","USA",73
"Beijing No 4 Middle School","Math",90,"Female","China",73
"Hangzhou Xuejun Middle School","Math",90,"Female","China",73
"Jingling High School","Math",90,"Female","China",75
"Shanghai High School","Math",90,"Female","China",73
"Shenzhen International Exchange School","Math",90,"Female","China",74
"Andover Regional High School","Math",90,"Female","USA",61
"Newton South High School","Math",90,"Female","USA",45
"Phillips Academy","Math",90,"Female","USA",53
"Action Boxborough Regional High School","Math",90,"Female","USA",65
"Woburn Regional High School","Math",90,"Female","USA",62
"Beijing No 4 Middle School","Physical Education",90,"Female","China",66
"Hangzhou Xuejun Middle School","Physical Education",90,"Female","China",61
"Jingling High School","Physical Education",90,"Female","China",85
"Shanghai High School","Physical Education",90,"Female","China",68
"Shenzhen International Exchange School","Physical Education",90,"Female","China",69
"Andover Regional High School","Physical Education",90,"Female","USA",34
"Newton South High School","Physical Education",90,"Female","USA",86
"Phillips Academy","Physical Education",90,"Female","USA",34
"Action Boxborough Regional High School","Physical Education",90,"Female","USA",92
"Woburn Regional High School","Physical Education",90,"Female","USA",66
"Beijing No 4 Middle School","Science",90,"Female","China",51
"Hangzhou Xuejun Middle School","Science",90,"Female","China",62
"Jingling High School","Science",90,"Female","China",68
"Shanghai High School","Science",90,"Female","China",51
"Shenzhen International Exchange School","Science",90,"Female","China",61
"Andover Regional High School","Science",90,"Female","USA",66
"Newton South High School","Science",90,"Female","USA",63
"Phillips Academy","Science",90,"Female","USA",30
"Action Boxborough Regional High School","Science",90,"Female","USA",50
"Woburn Regional High School","Science",90,"Female","USA",58
"Beijing No 4 Middle School","History",90,"Female","China",68
"Hangzhou Xuejun Middle School","History",90,"Female","China",58
"Jingling High School","History",90,"Female","China",69
"Shanghai High School","History",90,"Female","China",58
"Shenzhen International Exchange School","History",90,"Female","China",67
"Andover Regional High School","History",90,"Female","USA",56
"Newton South High School","History",90,"Female","USA",66
"Phillips Academy","History",90,"Female","USA",58
"Action Boxborough Regional High School","History",90,"Female","USA",59
"Woburn Regional High School","History",90,"Female","USA",82
"Beijing No 4 Middle School","English",91,"Female","China",69
"Hangzhou Xuejun Middle School","English",91,"Female","China",72
"Jingling High School","English",91,"Female","China",76
"Shanghai High School","English",91,"Female","China",66
"Shenzhen International Exchange School","English",91,"Female","China",84
"Andover Regional High School","English",91,"Female","USA",80
"Newton South High School","English",91,"Female","USA",64
"Phillips Academy","English",91,"Female","USA",72
"Action Boxborough Regional High School","English",91,"Female","USA",78
"Woburn Regional High School","English",91,"Female","USA",49
"Beijing No 4 Middle School","Math",91,"Female","China",72
"Hangzhou Xuejun Middle School","Math",91,"Female","China",79
"Jingling High School","Math",91,"Female","China",98
"Shanghai High School","Math",91,"Female","China",70
"Shenzhen International Exchange School","Math",91,"Female","China",65
"Andover Regional High School","Math",91,"Female","USA",65
"Newton South High School","Math",91,"Female","USA",22
"Phillips Academy","Math",91,"Female","USA",47
"Action Boxborough Regional High School","Math",91,"Female","USA",73
"Woburn Regional High School","Math",91,"Female","USA",58
"Beijing No 4 Middle School","Physical Education",91,"Female","China",59
"Hangzhou Xuejun Middle School","Physical Education",91,"Female","China",73
"Jingling High School","Physical Education",91,"Female","China",40
"Shanghai High School","Physical Education",91,"Female","China",69
"Shenzhen International Exchange School","Physical Education",91,"Female","China",83
"Andover Regional High School","Physical Education",91,"Female","USA",52
"Newton South High School","Physical Education",91,"Female","USA",2
"Phillips Academy","Physical Education",91,"Female","USA",73
"Action Boxborough Regional High School","Physical Education",91,"Female","USA",20
"Woburn Regional High School","Physical Education",91,"Female","USA",40
"Beijing No 4 Middle School","Science",91,"Female","China",80
"Hangzhou Xuejun Middle School","Science",91,"Female","China",90
"Jingling High School","Science",91,"Female","China",76
"Shanghai High School","Science",91,"Female","China",72
"Shenzhen International Exchange School","Science",91,"Female","China",64
"Andover Regional High School","Science",91,"Female","USA",26
"Newton South High School","Science",91,"Female","USA",74
"Phillips Academy","Science",91,"Female","USA",24
"Action Boxborough Regional High School","Science",91,"Female","USA",61
"Woburn Regional High School","Science",91,"Female","USA",63
"Beijing No 4 Middle School","History",91,"Female","China",98
"Hangzhou Xuejun Middle School","History",91,"Female","China",93
"Jingling High School","History",91,"Female","China",66
"Shanghai High School","History",91,"Female","China",74
"Shenzhen International Exchange School","History",91,"Female","China",71
"Andover Regional High School","History",91,"Female","USA",28
"Newton South High School","History",91,"Female","USA",28
"Phillips Academy","History",91,"Female","USA",70
"Action Boxborough Regional High School","History",91,"Female","USA",44
"Woburn Regional High School","History",91,"Female","USA",65
"Beijing No 4 Middle School","English",92,"Female","China",90
"Hangzhou Xuejun Middle School","English",92,"Female","China",45
"Jingling High School","English",92,"Female","China",64
"Shanghai High School","English",92,"Female","China",64
"Shenzhen International Exchange School","English",92,"Female","China",64
"Andover Regional High School","English",92,"Female","USA",100
"Newton South High School","English",92,"Female","USA",72
"Phillips Academy","English",92,"Female","USA",45
"Action Boxborough Regional High School","English",92,"Female","USA",59
"Woburn Regional High School","English",92,"Female","USA",100
"Beijing No 4 Middle School","Math",92,"Female","China",69
"Hangzhou Xuejun Middle School","Math",92,"Female","China",86
"Jingling High School","Math",92,"Female","China",90
"Shanghai High School","Math",92,"Female","China",60
"Shenzhen International Exchange School","Math",92,"Female","China",94
"Andover Regional High School","Math",92,"Female","USA",55
"Newton South High School","Math",92,"Female","USA",43
"Phillips Academy","Math",92,"Female","USA",66
"Action Boxborough Regional High School","Math",92,"Female","USA",65
"Woburn Regional High School","Math",92,"Female","USA",66
"Beijing No 4 Middle School","Physical Education",92,"Female","China",45
"Hangzhou Xuejun Middle School","Physical Education",92,"Female","China",67
"Jingling High School","Physical Education",92,"Female","China",89
"Shanghai High School","Physical Education",92,"Female","China",61
"Shenzhen International Exchange School","Physical Education",92,"Female","China",82
"Andover Regional High School","Physical Education",92,"Female","USA",65
"Newton South High School","Physical Education",92,"Female","USA",97
"Phillips Academy","Physical Education",92,"Female","USA",72
"Action Boxborough Regional High School","Physical Education",92,"Female","USA",53
"Woburn Regional High School","Physical Education",92,"Female","USA",100
"Beijing No 4 Middle School","Science",92,"Female","China",93
"Hangzhou Xuejun Middle School","Science",92,"Female","China",58
"Jingling High School","Science",92,"Female","China",63
"Shanghai High School","Science",92,"Female","China",90
"Shenzhen International Exchange School","Science",92,"Female","China",69
"Andover Regional High School","Science",92,"Female","USA",58
"Newton South High School","Science",92,"Female","USA",63
"Phillips Academy","Science",92,"Female","USA",48
"Action Boxborough Regional High School","Science",92,"Female","USA",82
"Woburn Regional High School","Science",92,"Female","USA",64
"Beijing No 4 Middle School","History",92,"Female","China",82
"Hangzhou Xuejun Middle School","History",92,"Female","China",58
"Jingling High School","History",92,"Female","China",67
"Shanghai High School","History",92,"Female","China",66
"Shenzhen International Exchange School","History",92,"Female","China",69
"Andover Regional High School","History",92,"Female","USA",44
"Newton South High School","History",92,"Female","USA",51
"Phillips Academy","History",92,"Female","USA",28
"Action Boxborough Regional High School","History",92,"Female","USA",43
"Woburn Regional High School","History",92,"Female","USA",56
"Beijing No 4 Middle School","English",93,"Female","China",63
"Hangzhou Xuejun Middle School","English",93,"Female","China",66
"Jingling High School","English",93,"Female","China",98
"Shanghai High School","English",93,"Female","China",67
"Shenzhen International Exchange School","English",93,"Female","China",61
"Andover Regional High School","English",93,"Female","USA",60
"Newton South High School","English",93,"Female","USA",82
"Phillips Academy","English",93,"Female","USA",44
"Action Boxborough Regional High School","English",93,"Female","USA",74
"Woburn Regional High School","English",93,"Female","USA",31
"Beijing No 4 Middle School","Math",93,"Female","China",76
"Hangzhou Xuejun Middle School","Math",93,"Female","China",81
"Jingling High School","Math",93,"Female","China",67
"Shanghai High School","Math",93,"Female","China",81
"Shenzhen International Exchange School","Math",93,"Female","China",79
"Andover Regional High School","Math",93,"Female","USA",83
"Newton South High School","Math",93,"Female","USA",73
"Phillips Academy","Math",93,"Female","USA",24
"Action Boxborough Regional High School","Math",93,"Female","USA",51
"Woburn Regional High School","Math",93,"Female","USA",31
"Beijing No 4 Middle School","Physical Education",93,"Female","China",61
"Hangzhou Xuejun Middle School","Physical Education",93,"Female","China",65
"Jingling High School","Physical Education",93,"Female","China",80
"Shanghai High School","Physical Education",93,"Female","China",69
"Shenzhen International Exchange School","Physical Education",93,"Female","China",80
"Andover Regional High School","Physical Education",93,"Female","USA",97
"Newton South High School","Physical Education",93,"Female","USA",71
"Phillips Academy","Physical Education",93,"Female","USA",52
"Action Boxborough Regional High School","Physical Education",93,"Female","USA",64
"Woburn Regional High School","Physical Education",93,"Female","USA",83
"Beijing No 4 Middle School","Science",93,"Female","China",66
"Hangzhou Xuejun Middle School","Science",93,"Female","China",64
"Jingling High School","Science",93,"Female","China",21
"Shanghai High School","Science",93,"Female","China",62
"Shenzhen International Exchange School","Science",93,"Female","China",62
"Andover Regional High School","Science",93,"Female","USA",100
"Newton South High School","Science",93,"Female","USA",37
"Phillips Academy","Science",93,"Female","USA",55
"Action Boxborough Regional High School","Science",93,"Female","USA",49
"Woburn Regional High School","Science",93,"Female","USA",65
"Beijing No 4 Middle School","History",93,"Female","China",61
"Hangzhou Xuejun Middle School","History",93,"Female","China",66
"Jingling High School","History",93,"Female","China",45
"Shanghai High School","History",93,"Female","China",66
"Shenzhen International Exchange School","History",93,"Female","China",60
"Andover Regional High School","History",93,"Female","USA",81
"Newton South High School","History",93,"Female","USA",100
"Phillips Academy","History",93,"Female","USA",64
"Action Boxborough Regional High School","History",93,"Female","USA",81
"Woburn Regional High School","History",93,"Female","USA",44
"Beijing No 4 Middle School","English",94,"Female","China",71
"Hangzhou Xuejun Middle School","English",94,"Female","China",83
"Jingling High School","English",94,"Female","China",78
"Shanghai High School","English",94,"Female","China",50
"Shenzhen International Exchange School","English",94,"Female","China",60
"Andover Regional High School","English",94,"Female","USA",49
"Newton South High School","English",94,"Female","USA",58
"Phillips Academy","English",94,"Female","USA",81
"Action Boxborough Regional High School","English",94,"Female","USA",41
"Woburn Regional High School","English",94,"Female","USA",37
"Beijing No 4 Middle School","Math",94,"Female","China",66
"Hangzhou Xuejun Middle School","Math",94,"Female","China",74
"Jingling High School","Math",94,"Female","China",83
"Shanghai High School","Math",94,"Female","China",79
"Shenzhen International Exchange School","Math",94,"Female","China",67
"Andover Regional High School","Math",94,"Female","USA",75
"Newton South High School","Math",94,"Female","USA",61
"Phillips Academy","Math",94,"Female","USA",18
"Action Boxborough Regional High School","Math",94,"Female","USA",18
"Woburn Regional High School","Math",94,"Female","USA",55
"Beijing No 4 Middle School","Physical Education",94,"Female","China",79
"Hangzhou Xuejun Middle School","Physical Education",94,"Female","China",72
"Jingling High School","Physical Education",94,"Female","China",72
"Shanghai High School","Physical Education",94,"Female","China",61
"Shenzhen International Exchange School","Physical Education",94,"Female","China",79
"Andover Regional High School","Physical Education",94,"Female","USA",82
"Newton South High School","Physical Education",94,"Female","USA",47
"Phillips Academy","Physical Education",94,"Female","USA",73
"Action Boxborough Regional High School","Physical Education",94,"Female","USA",64
"Woburn Regional High School","Physical Education",94,"Female","USA",69
"Beijing No 4 Middle School","Science",94,"Female","China",97
"Hangzhou Xuejun Middle School","Science",94,"Female","China",84
"Jingling High School","Science",94,"Female","China",95
"Shanghai High School","Science",94,"Female","China",40
"Shenzhen International Exchange School","Science",94,"Female","China",58
"Andover Regional High School","Science",94,"Female","USA",42
"Newton South High School","Science",94,"Female","USA",78
"Phillips Academy","Science",94,"Female","USA",64
"Action Boxborough Regional High School","Science",94,"Female","USA",63
"Woburn Regional High School","Science",94,"Female","USA",80
"Beijing No 4 Middle School","History",94,"Female","China",66
"Hangzhou Xuejun Middle School","History",94,"Female","China",66
"Jingling High School","History",94,"Female","China",65
"Shanghai High School","History",94,"Female","China",62
"Shenzhen International Exchange School","History",94,"Female","China",69
"Andover Regional High School","History",94,"Female","USA",63
"Newton South High School","History",94,"Female","USA",68
"Phillips Academy","History",94,"Female","USA",46
"Action Boxborough Regional High School","History",94,"Female","USA",30
"Woburn Regional High School","History",94,"Female","USA",2
"Beijing No 4 Middle School","English",95,"Female","China",76
"Hangzhou Xuejun Middle School","English",95,"Female","China",72
"Jingling High School","English",95,"Female","China",50
"Shanghai High School","English",95,"Female","China",77
"Shenzhen International Exchange School","English",95,"Female","China",83
"Andover Regional High School","English",95,"Female","USA",82
"Newton South High School","English",95,"Female","USA",63
"Phillips Academy","English",95,"Female","USA",59
"Action Boxborough Regional High School","English",95,"Female","USA",66
"Woburn Regional High School","English",95,"Female","USA",55
"Beijing No 4 Middle School","Math",95,"Female","China",87
"Hangzhou Xuejun Middle School","Math",95,"Female","China",74
"Jingling High School","Math",95,"Female","China",67
"Shanghai High School","Math",95,"Female","China",82
"Shenzhen International Exchange School","Math",95,"Female","China",71
"Andover Regional High School","Math",95,"Female","USA",51
"Newton South High School","Math",95,"Female","USA",49
"Phillips Academy","Math",95,"Female","USA",63
"Action Boxborough Regional High School","Math",95,"Female","USA",30
"Woburn Regional High School","Math",95,"Female","USA",36
"Beijing No 4 Middle School","Physical Education",95,"Female","China",73
"Hangzhou Xuejun Middle School","Physical Education",95,"Female","China",65
"Jingling High School","Physical Education",95,"Female","China",75
"Shanghai High School","Physical Education",95,"Female","China",80
"Shenzhen International Exchange School","Physical Education",95,"Female","China",98
"Andover Regional High School","Physical Education",95,"Female","USA",56
"Newton South High School","Physical Education",95,"Female","USA",70
"Phillips Academy","Physical Education",95,"Female","USA",83
"Action Boxborough Regional High School","Physical Education",95,"Female","USA",77
"Woburn Regional High School","Physical Education",95,"Female","USA",51
"Beijing No 4 Middle School","Science",95,"Female","China",60
"Hangzhou Xuejun Middle School","Science",95,"Female","China",76
"Jingling High School","Science",95,"Female","China",68
"Shanghai High School","Science",95,"Female","China",69
"Shenzhen International Exchange School","Science",95,"Female","China",83
"Andover Regional High School","Science",95,"Female","USA",55
"Newton South High School","Science",95,"Female","USA",63
"Phillips Academy","Science",95,"Female","USA",56
"Action Boxborough Regional High School","Science",95,"Female","USA",39
"Woburn Regional High School","Science",95,"Female","USA",61
"Beijing No 4 Middle School","History",95,"Female","China",62
"Hangzhou Xuejun Middle School","History",95,"Female","China",95
"Jingling High School","History",95,"Female","China",72
"Shanghai High School","History",95,"Female","China",69
"Shenzhen International Exchange School","History",95,"Female","China",58
"Andover Regional High School","History",95,"Female","USA",68
"Newton South High School","History",95,"Female","USA",100
"Phillips Academy","History",95,"Female","USA",81
"Action Boxborough Regional High School","History",95,"Female","USA",45
"Woburn Regional High School","History",95,"Female","USA",100
"Beijing No 4 Middle School","English",96,"Female","China",69
"Hangzhou Xuejun Middle School","English",96,"Female","China",65
"Jingling High School","English",96,"Female","China",68
"Shanghai High School","English",96,"Female","China",79
"Shenzhen International Exchange School","English",96,"Female","China",63
"Andover Regional High School","English",96,"Female","USA",2
"Newton South High School","English",96,"Female","USA",66
"Phillips Academy","English",96,"Female","USA",49
"Action Boxborough Regional High School","English",96,"Female","USA",100
"Woburn Regional High School","English",96,"Female","USA",61
"Beijing No 4 Middle School","Math",96,"Female","China",100
"Hangzhou Xuejun Middle School","Math",96,"Female","China",87
"Jingling High School","Math",96,"Female","China",62
"Shanghai High School","Math",96,"Female","China",75
"Shenzhen International Exchange School","Math",96,"Female","China",90
"Andover Regional High School","Math",96,"Female","USA",67
"Newton South High School","Math",96,"Female","USA",88
"Phillips Academy","Math",96,"Female","USA",66
"Action Boxborough Regional High School","Math",96,"Female","USA",18
"Woburn Regional High School","Math",96,"Female","USA",55
"Beijing No 4 Middle School","Physical Education",96,"Female","China",69
"Hangzhou Xuejun Middle School","Physical Education",96,"Female","China",72
"Jingling High School","Physical Education",96,"Female","China",82
"Shanghai High School","Physical Education",96,"Female","China",60
"Shenzhen International Exchange School","Physical Education",96,"Female","China",79
"Andover Regional High School","Physical Education",96,"Female","USA",76
"Newton South High School","Physical Education",96,"Female","USA",62
"Phillips Academy","Physical Education",96,"Female","USA",52
"Action Boxborough Regional High School","Physical Education",96,"Female","USA",42
"Woburn Regional High School","Physical Education",96,"Female","USA",67
"Beijing No 4 Middle School","Science",96,"Female","China",83
"Hangzhou Xuejun Middle School","Science",96,"Female","China",59
"Jingling High School","Science",96,"Female","China",74
"Shanghai High School","Science",96,"Female","China",66
"Shenzhen International Exchange School","Science",96,"Female","China",85
"Andover Regional High School","Science",96,"Female","USA",74
"Newton South High School","Science",96,"Female","USA",61
"Phillips Academy","Science",96,"Female","USA",88
"Action Boxborough Regional High School","Science",96,"Female","USA",59
"Woburn Regional High School","Science",96,"Female","USA",91
"Beijing No 4 Middle School","History",96,"Female","China",51
"Hangzhou Xuejun Middle School","History",96,"Female","China",66
"Jingling High School","History",96,"Female","China",73
"Shanghai High School","History",96,"Female","China",68
"Shenzhen International Exchange School","History",96,"Female","China",73
"Andover Regional High School","History",96,"Female","USA",100
"Newton South High School","History",96,"Female","USA",46
"Phillips Academy","History",96,"Female","USA",82
"Action Boxborough Regional High School","History",96,"Female","USA",43
"Woburn Regional High School","History",96,"Female","USA",63
"Beijing No 4 Middle School","English",97,"Female","China",61
"Hangzhou Xuejun Middle School","English",97,"Female","China",63
"Jingling High School","English",97,"Female","China",65
"Shanghai High School","English",97,"Female","China",61
"Shenzhen International Exchange School","English",97,"Female","China",64
"Andover Regional High School","English",97,"Female","USA",61
"Newton South High School","English",97,"Female","USA",28
"Phillips Academy","English",97,"Female","USA",91
